Date,Location,P1,P2,OT Character,RCS Character,Team,P3 Color,P3 Character,P4 Color,P4 Character,Match,Result,Wanted Form,Form,Stage,Common Notes,,,,,,,,Other Notes
,,,,,Bayonetta,13164,Dark,Kirby,White,Kirby,17960,4,Battlefield,Battlefield,Yoshi's Island 64,,,,,,,,,
,,,,,Inkling,13165,Green,Pyra/Mythra,Gold,Pyra/Mythra,17961,-2,Battlefield,Battlefield,Dream Land GB,,,,,,,,,
,,,,,Inkling,13166,Black,Terry,,Ridley,17962,-1,Battlefield,No Hazards,Windy Hill Zone,SM,SB,I,DD,,,,,
,,,,,Inkling,13167,Green,Captain Falcon,Pink,Little Mac,17963,4,Battlefield,Omega,Midgar,,,,,,,,,
,,,,,Inkling,13168,Gold,Pyra/Mythra,,King K. Rool,17964,4,Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Inkling,13169,Orange,Zero Suit Samus,White,Ganondorf,17965,1,Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Inkling,13170,White,Hero,Green,Villager,17966,-4,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Inkling,13171,Bright,Pyra/Mythra,,Sephiroth,17967,-3,Battlefield,Battlefield,Final Destination,,,,,,,,,
,,,,,Ridley,13172,Black,Marth,Gold,Bayonetta,17968,5,Battlefield,Omega,Green Hill Zone,,,,,,,,,
,,,,,Ridley,13173,Gray,Bowser,Black,Donkey Kong,17969,3,Battlefield,Battlefield,Wrecking Crew,,,,,,,,,
,,,,,Ridley,13174,Black,Donkey Kong,,Donkey Kong,17970,1,Battlefield,Battlefield,Big Blue,,,,,,,,,
,,,,,Ridley,13175,White,Pokemon Trainer,Samus/Astro,Mii Gunner,17971,1,Battlefield,No Hazards,Kalos Pokemon League,Chop,,,,,,,,
,,,,,Ridley,13176,Nurse,Jigglypuff,Blue,Ike,17972,-1,Battlefield,Battlefield,Venom,,,,,,,,,
,,,,,Ridley,13177,Ninja/Cyber,Mii Swordfighter,Green,Zero Suit Samus,17973,5,Battlefield,Battlefield,Garreg Mach Monastery,,,,,,,,,
,,,,,Simon,13178,Black,Samus,Orange,Wolf,17974,3,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Simon,13179,Blue,Little Mac,,Sonic,17975,6,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Simon,,,,,,17976,3,Battlefield,Battlefield,Midgar,,,,,,,,,
,,,,,Richter,13180,Pink,Hero,Gold,Dark Samus,17977,2,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Richter,13181,Purple,Cloud,,Yoshi,17978,4,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,King K. Rool,13182,Purple,Joker,Floral/Maid,Mii Swordfighter,17979,-2,Battlefield,Omega,Pictochat,,,,,,,,,
,,,,,King K. Rool,13183,Yellow,R.O.B.,Skull/Ancient,Mii Swordfighter,17980,-5,Battlefield,Battlefield,Yggdrasil's Altar,,,,,,,,,
2021-08-10,Livonia,JP4,RCS,,King K. Rool,13184,Green,Jigglypuff,Gray,Captain Falcon,17981,3,Omega,Omega,Brinstar Depths,,,,,,,,,
,,,,,King K. Rool,13185,,Ganondorf,White,Hero,17982,2,Omega,Omega,Unova Pokemon League,,,,,,,,,
,,,,,King K. Rool,13186,Black,Ike,,King K. Rool,17983,2,Omega,Omega,Prism Tower,,,,,,,,,
,,,,,King K. Rool,13187,Red,Bowser,Black,Pokemon Trainer,17984,2,Omega,Omega,Flat Zone,,,,,,,,,
,,,,,King K. Rool,13188,Blue,Hero,Pink,King K. Rool,17985,-3,Omega,Battlefield,Wily Castle,,,,,,,,,
,,,,,King K. Rool,13189,Blue,Ganondorf,Blue,King Dedede,17986,-1,Omega,Omega,Umbra Clock Tower,Chop,,,,,,,,
,,,,,King K. Rool,13190,Green/Beige,Link,Gold,King K. Rool,17987,2,Omega,Omega,Wario Ware Inc.,,,,,,,,,
,,,,,King K. Rool,13191,Oven,Pac-Man,Purple,Falco,17988,3,Omega,Omega,Moray Towers,,,,,,,,,
,,,,,King K. Rool,13192,Orange,Hero,Pink,Donkey Kong,17989,-5,Omega,Omega,Skyloft,,,,,,,,,
,,,,,King K. Rool,,,,,,17990,2,Omega,Omega,Wuhu Island,,,,,,,,,
,,,,,King K. Rool,13193,Cyan,King Dedede,White,Ganondorf,17991,1,Omega,Battlefield,Mario Circuit U,,,,,,,,,
,,,,,Isabelle,13194,Yellow,Banjo & Kazooie,Yellow,Lucina,17992,4,Omega,Omega,Pac-Land,,,,,,,,,
,,,,,Isabelle,13195,Purple,Pyra/Mythra,Indigo,Meta Knight,17993,3,Omega,Omega,Super Mario Maker,,,,,,,,,
,,,,,Isabelle,13196,Gray,Kazuya,Gold,Kazuya,17994,3,Omega,Omega,Moray Towers,,,,,,,,,
,,,,,Isabelle,13197,Splat2 Body,Mii Gunner,Bright,Pyra/Mythra,17995,1,Omega,No Hazards?,Suzaku Castle,SM,SB,,,,,,,
,,,,,Isabelle,13198,,Isabelle,Red,Young Link,17996,4,Omega,Omega,Hyrule Castle,,,,,,,,,
,,,,,Isabelle,13199,,Cloud,Pink,Villager,17997,3,Omega,Battlefield,Tomodachi Life,,,,,,,,,
,,,,,Isabelle,13200,Saturn,Ness,Black,Snake,17998,-3,Omega,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Isabelle,13201,,Mr. Game & Watch,Black,Samus,17999,3,Omega,Omega,Yoshi's Story,,,,,,,,,
,,,,,Isabelle,13202,Blue,Byleth,Lime F,Byleth,18000,-2,Omega,Omega,Palutena's Temple,,,,,,,,,
,,,,,Incineroar,,,,,,18001,2,Omega,Omega,Spring Stadium,,,,,,,,,
,,,,,Incineroar,13203,Dark,Toon Link,Gray,Incineroar,18002,-1,Omega,Omega,Yoshi's Story,,,,,,,,,
,,,,,Incineroar,13204,White,Ganondorf,Plum,Ganondorf,18003,-1 to +5,Omega,Regular,Skyworld,SM,SB,PB,I,DD,,,,
,,,,,Incineroar,13205,Purple,Pyra/Mythra,White,Hero,18004,-2,Omega,Omega,Mushroom Kingdom U,,,,,,,,,
,,,,,Incineroar,13206,,Lucas,,Peach,18005,1,Omega,Battlefield,Midgar,,,,,,,,,
,,,,,Piranha Plant,13207,Brown,Zelda,Black,Ike,18006,4,Omega,Omega,Spirit Train,,,,,,,,,
,,,,,Piranha Plant,13208,Green,Donkey Kong,,King K. Rool,18007,-1,Omega,Omega,Mute City,,,,,,,,,
,,,,,Piranha Plant,13209,Green Alex,Steve,Teal,King K. Rool,18008,-3,Omega,Omega,New Donk City Hall,Good,,,,,,,,
2021-08-11,Livonia,JP4,RCS,,Joker,13210,Libre,Pikachu,,Kirby,18009,3,Omega,Omega,Mushroom Kingdom 2,,,,,,,,,
,,,,,Joker,13211,White,Ganondorf,Blue,Pyra/Mythra,18010,-4,Omega,Omega,Distant Planet,SM,,,,,,,,
,,,,,Joker,13212,,Donkey Kong,Purple,Ken,18011,-4,Omega,No Hazards,Jungle Japes,,,,,,,,,
,,,,,Joker,13213,White,Ness,White,Donkey Kong,18012,-1,Omega,Omega,Find Mii,,,,,,,,,
,,,,,Joker,13214,Yellow,Terry,,Terry,18013,-1,Omega,Omega,Boxing Ring,,,,,,,,,
,,,,,Hero,13215,Black,Kazuya,,Byleth,18014,-4,Omega,Omega,Spear Pillar,,,,,,,,,
,,,,,Hero,13216,Green,Bayonetta,Yellow,Ness,18015,4,Omega,Omega,Cloud Sea of Alrest,Chop,,,,,,,,
,,,,,Hero,,,,,,18016,4,Omega,Omega,Brinstar,Chop,,,,,,,,
,,,,,Hero,13217,Gold,Roy,Blue,Ike,18017,4,Omega,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Hero,13218,Famicom,R.O.B.,Blue,R.O.B.,18018,3,Omega,Battlefield,Midgar,Chop,,,,,,,,
,,,,,Hero,13219,White,Ganondorf,Pink,Captain Falcon,18019,1,Omega,Omega,3D Land,,,,,,,,,
,,,,,Banjo & Kazooie,13220,Green,Pyra/Mythra,Black,Cloud,18020,2,Omega,Omega,Green Greens,,,,,,,,,
,,,,,Banjo & Kazooie,13221,Black/Red,Dark Pit,Black,Pac-Man,18021,-1,Omega,Omega,Mario Circuit B,,,,,,,,,
,,,,,Banjo & Kazooie,13222,,Diddy Kong,,Donkey Kong,18022,1,Omega,Omega,Find Mii,,,,,,,,,
,,,,,Banjo & Kazooie,13223,Dark,Kirby,White,Kirby,18023,-2,Omega,Omega,Mushroomy Kingdom,SM,,,,,,,,
,,,,,Banjo & Kazooie,13224,,Pyra/Mythra,White Glasses,Joker,18024,6,Omega,Omega,Yoshi's Island B,,,,,,,,,
,,,,,Banjo & Kazooie,13225,White,Zelda,Black,Mega Man,18025,4,Omega,Battlefield,Final Destination,,,,,,,,,
,,,,,Terry,13226,Teal,King K. Rool,Green,Donkey Kong,18026,-3,Omega,Omega,Summit,,,,,,,,,
,,,,,Terry,13227,Brown,Zelda,Gold,Captain Falcon,18027,-1,Omega,Omega,Wario Ware Inc.,Chop,,,,,,,,
,,,,,Terry,13228,Cyan,Villager,Blue,Mario,18028,-1,Omega,Omega,Norfair,,,,,,,,,
,,,,,Terry,13229,Belch,Ness,Purple,Dr. Mario,18029,-4,Omega,Omega,Windy Hill Zone,,,,,,,,,
,,,,,Terry,,,,,,18030,-2,Omega,Omega,Luigi's Mansion,,,,,,,,,
,,,,,Byleth,13230,,Banjo & Kazooie,Yellow,Banjo & Kazooie,18031,1,Omega,Omega,Moray Towers,,,,,,,,,
,,,,,Byleth,13231,Belch,Ness,,Kirby,18032,5,Omega,Omega,Cloud Sea of Alrest,,,,,,,,,
,,,,,Byleth,13232,Green,Ike,Purple,Zelda,18033,4,Omega,Omega,Tortimer Island,,,,,,,,,
,,,,,Byleth,13233,Gray,Lucas,Blue/White,Lucas,18034,6,Omega,Omega,Pirate Ship,,,,,,,,,
,,,,,Byleth,13234,,R.O.B.,,Lucas,18035,4,Omega,Omega,Dream Land GB,SM,,,,,,,,
,,,,,Byleth,13235,White,Little Mac,White,Mr. Game & Watch,18036,-1,Omega,Omega,Town and City,,,,,,,,,
,,,,,Byleth,13236,Gray,King K. Rool,Pink,King K. Rool,18037,5,Omega,Omega,Port Town Aero Dive,,,,,,,,,
,,,,,Byleth,13237,,Dark Pit,Blue,Zero Suit Samus,18038,6,Omega,Battlefield,Gaur Plain,,,,,,,,,
,,,,,Byleth,13238,Purple,Mario,Black,Falco,18039,3,Omega,Omega,Palutena's Temple,,,,,,,,,
,,,,,Byleth,,,,,,18040,3,Omega,Battlefield,75m,,,,,,,,,
,,,,,Byleth,13239,Black,Dark Samus,White,Samus,18041,3,Omega,Omega,Venom,,,,,,,,,
,,,,,Byleth,13240,Orange,Bowser,Pink,King K. Rool,18042,-3,Omega,Omega,Gamer,Good,,,,,,,,
,,,,,Min Min,13241,Cyan,Villager,Dark,Mewtwo,18043,1,Omega,Battlefield,Garden of Hope,,,,,,,,,
,,,,,Min Min,13242,Lemmy,Bowser Jr.,BuzzLightyear,Mii Gunner,18044,6,Omega,Omega,Hanenbow,,,,,,,,,
,,,,,Min Min,13243,,Roy,Blue,Byleth,18045,-2,Omega,Omega,Wario Ware Inc.,,,,,,,,,
,,,,,Min Min,13244,Blue,Wolf,White,Ganondorf,18046,-3,Omega,Omega,Pilotwings,,,,,,,,,
,,,,,Steve,13245,Green,Zelda,Green,Lucas,18047,-1,Omega,Omega,Yoshi's Island B,,,,,,,,,
,,,,,Steve,13246,Purple,Lucas,White,Kirby,18048,-4,Omega,Battlefield,Tortimer Island,,,,,,,,,
,,,,,Steve,13247,Red,Byleth,White,Ganondorf,18049,-4,Omega,Omega,Final Destination,,,,,,,,,
,,,,,Steve,13248,White,Zelda,Blue,Ganondorf,18050,3,Omega,Omega,Luigi's Mansion,,,,,,,,,
,,,,,Steve,13249,Orange,Luigi,Green,Little Mac,18051,3,Omega,Omega,Wrecking Crew,,,,,,,,,
,,,,,Sephiroth,13250,Saturn,Ness,White,Zelda,18052,-2,Omega,Omega,Mario Circuit U,,,,,,,,,
,,,,,Sephiroth,13251,,Falco,,Lucas,18053,-3,Omega,Omega,Green Hill Zone,,,,,,,,,
,,,,,Sephiroth,13252,Black,Samus,White,Samus,18054,2,Omega,Omega,Minecraft World,,,,,,,,,
,,,,,Sephiroth,13253,,Kirby,,Hero,18055,-1,Omega,Omega,Battlefield,,,,,,,,,
,,,,,Sephiroth,13254,Teal F,Byleth,Yellow,Fox,18056,3,Omega,Omega,Mario Galaxy,,,,,,,,,
,,,,,Sephiroth,13255,Purple,Sephiroth,Chrom,Mii Swordfighter,18057,3,Omega,Omega,Boxing Ring,,,,,,,,,
,,,,,Sephiroth,13256,White,King K. Rool,Blue,Bayonetta,18058,2,Omega,Omega,Distant Planet,Chop,,,,,,,,
,,RCS,JP4,,Pyra/Mythra,13257,,Roy,Aqua,Mega Man,18059,2,Omega,Omega,Midgar,,,,,,,,,
,,,,,Pyra/Mythra,13258,,Donkey Kong,Yellow,Fox,18060,4,Omega,Omega,Spiral Mountain,0.3x,Chop,,,,,,,
,,,,,Pyra/Mythra,13259,Black,Pokemon Trainer,Blue,Banjo & Kazooie,18061,-2,Omega,Omega,Mishima Dojo,,,,,,,,,
,,,,,Pyra/Mythra,13260,Blue,Kirby,Dark,Kirby,18062,3,Omega,Omega,Magicant,,,,,,,,,
,,,,,Pyra/Mythra,13261,Green,Terry,Black,Terry,18063,5,Omega,Omega,Suzaku Castle,,,,,,,,,
,,,,,Pyra/Mythra,13262,White,Zelda,Red,Bowser,18064,"1 to 1 at time,
SD Lose",Omega,Battlefield,Dream Land 64,3m3s,,,,,,,,
,,,,,Pyra/Mythra,13263,Builder,Mario,Red,Simon,18065,-1,Omega,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pyra/Mythra,13264,Purple,Donkey Kong,Green,Zelda,18066,4,Omega,Battlefield,Kongo Jungle 64,3m3s,,,,,,,,
,,,,,Pyra/Mythra,13265,Blue,Hero,Blue,Joker,18067,-4,Omega,Omega,Spear Pillar,,,,,,,,,
,,,,,Pyra/Mythra,13266,Purple Ab,Sephiroth,,Byleth,18068,4,Omega,Omega,Wii Fit Studio,,,,,,,,,
,,,,,Pyra/Mythra,13267,Green,Byleth,Teal F,Byleth,18069,4,Omega,Omega,Town and City,,,,,,,,,
,,,,,Pyra/Mythra,13268,Purple,Donkey Kong,Yellow,Fox,18070,-2,Omega,Battlefield,Final Destination,,,,,,,,,
,,,,,Pyra/Mythra,13269,Gold,Captain Falcon,,Cloud,18071,-3,Omega,Battlefield,Mushroom Kingdom U,,,,,,,,,
,,,,,Kazuya,13270,Green,Sephiroth,,Pyra/Mythra,18072,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kazuya,13271,,Pikachu,,Olimar,18073,-1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kazuya,13272,Blue,Zelda,Pink,Little Mac,18074,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,JP4,RCS,,Mii Brawler,13273,Purple,Ridley,,Fox,18075,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Brawler,13274,Brown,Samus,Black,Ike,18076,-5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Brawler,13275,Enderman,Steve,Flower,Jigglypuff,18077,2,Small Battlefield,Omega,Hyrule Temple,,,,,,,,,
,,,,,Mii Brawler,13276,Pink,Captain Falcon,Green,Samus,18078,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Brawler,13277,,King Dedede,Gray,Dark Samus,18079,3,Small Battlefield,Omega,Wrecking Crew,,,,,,,,,
,,,,,Mii Brawler,13278,Purple,Samus,,Pyra/Mythra,18080,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Brawler,13279,White,Ganondorf,,Sephiroth,18081,1,Small Battlefield,Omega,Gerudo Valley,,,,,,,,,
,,,,,Mii Brawler,13280,,Diddy Kong,Black,Donkey Kong,18082,-3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
2021-08-12,Livonia,JP4,RCS,,Mii Swordfighter,13281,Saturn,Ness,White,Zelda,18083,2,Small Battlefield,Battlefield,Unova Pokemon League,,,,,,,,,
,,,,,Mii Swordfighter,13282,,Dark Samus,Pink,King Dedede,18084,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Swordfighter,13283,Blue,Pyra/Mythra,Blue,Ike,18085,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Swordfighter,13284,Bomberman,Mii Brawler,,Kirby,18086,4,Small Battlefield,Omega,Shadow Moses Island,,,,,,,,,
,,,,,Mii Swordfighter,13285,White,Ganondorf,Isaac Body,Mii Swordfighter,18087,-1,Small Battlefield,Omega,Wii Fit Studio,SM,AT,PB,I,,,,,
,,,,,Mii Swordfighter,13286,Green,Sephiroth,Blue,Terry,18088,1,Small Battlefield,Battlefield,Mushroom Kingdom,,,,,,,,,
,,,,,Mii Swordfighter,13287,White,Ganondorf,Pink,Piranha Plant,18089,"Connection
Error",Small Battlefield,Omega,Venom,,,,,,,,,5 to 3 at connection error
2021-08-15,Livonia,JP4,RCS,,Mii Gunner,13288,Bright,Pyra/Mythra,Orange,Bowser,18090,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Gunner,13289,Larry,Bowser Jr.,,Meta Knight,18091,3,Small Battlefield,No Hazards,Big Blue,,,,,,,,,
,,,,,Mii Gunner,13290,,King K. Rool,Black,Samus,18092,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Gunner,13291,,Ike,White,Ganondorf,18093,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Gunner,13292,Dragon/Proto,Mii Gunner,,Little Mac,18094,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Gunner,13293,Black,Corrin,Bright,Pyra/Mythra,18095,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Gunner,13294,,Lucina,Black,Cloud,18096,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Gunner,13295,Gray,King K. Rool,Navy,Luigi,18097,-2,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Mii Gunner,13296,White,Link,Red,Roy,18098,-1,Small Battlefield,Omega,Pirate Ship,,,,,,,,,
,,,,,Kirby,13297,Lime,Villager,Red,Pac-Man,18099,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,13298,Orange,Bowser,,Mr. Game & Watch,18100,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,13299,White,Samus,Brown,King K. Rool,18101,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
2021-08-19,Lake Ogemaw,RCS,JP4,,Snake,13300,Green F,Wii Fit Trainer,,Kazuya,18102,-3,Small Battlefield,Omega,Battlefield,Good,SM,,,,,,,
,,,,,Snake,13301,Purple Ab,Sephiroth,Green/Beige,Link,18103,-1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Snake,13302,Cyan,King Dedede,Gray,Captain Falcon,18104,-3,Small Battlefield,Omega,Jungle Japes,,,,,,,,,
,,,,,Snake,13303,Gold,King K. Rool,Ab,Shulk,18105,3,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Snake,13304,,Pokemon Trainer,Gold,Pyra/Mythra,18106,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Snake,13305,Red,Cloud,Gray,Bowser,18107,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Snake,13306,Green,Captain Falcon,Cyan,King Dedede,18108,-3,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Snake,13307,Purple,Yoshi,Green,King Dedede,18109,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Snake,13308,Aqua,Mewtwo,White,King K. Rool,18110,-1,Small Battlefield,Battlefield,Mushroom Kingdom U,,,,,,,,,
,,,,,Snake,13309,Gold,Captain Falcon,Gray,Bowser,18111,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Snake,13310,Pink,Lucario,,Mr. Game & Watch,18112,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,King K. Rool,13311,Flower,Jigglypuff,Red,Chrom,18113,1,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,King K. Rool,13312,Red,Captain Falcon,,Captain Falcon,18114,2,Small Battlefield,Omega,Brinstar,,,,,,,,,
,,,,,King K. Rool,13313,Gray,Lucina,Gray,Captain Falcon,18115,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,King K. Rool,13314,Black,Snake,Dark,Link,18116,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,King K. Rool,13315,Gray,Lucina,Red,Lucas,18117,2,Small Battlefield,Omega,Gaur Plain,,,,,,,,,
,,,,,King K. Rool,13316,,Pokemon Trainer,Lime F,Byleth,18118,4,Small Battlefield,No Hazards,Dracula's Castle,SM,SB,I,,,,,,
,,,,,King K. Rool,13317,Yellow,Donkey Kong,Bright,Pyra/Mythra,18119,2,Small Battlefield,Omega,Gamer,,,,,,,,,
,,,,,King K. Rool,13318,Pink,Little Mac,Galacta,Meta Knight,18120,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,13319,,Byleth,Purple Ab,Sephiroth,18121,2 out of 4,Small Battlefield,Regular,Town and City,SM,SB,,,,,,,
,,,,,Kirby,,,,,,18122,2 out of 4,Small Battlefield,Regular,Garreg Mach Monastery,SM,SB,,,,,,,
,,,,,Kirby,13320,,Kirby,Selene,Pikachu,18123,4,Small Battlefield,No Hazards,Golden Plains,SM,SB,PB,I,,,,,
,,,,,Kirby,13321,Brown,Bowser,Dark,Young Link,18124,6,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,13322,White,King K. Rool,Green/Beige,Link,18125,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,13323,Black,Marth,,Lucas,18126,5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,13324,Red,Rosalina & Luma,Red,Palutena,18127,6,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,13325,Teal,Ken,Fire,Peach,18128,4,Small Battlefield,Battlefield,Onett,,,,,,,,,
,,,,,Kirby,13326,Pink,Donkey Kong,Green,Diddy Kong,18129,6,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Kirby,13327,Brown,Sephiroth,,Hero,18130,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Duck Hunt,13328,,King K. Rool,Orange,Bowser,18131,1,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Duck Hunt,13329,,Ridley,Black,Wolf,18132,5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Duck Hunt,13330,Galacta,Meta Knight,,Joker,18133,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dr. Mario,13331,Pink,Captain Falcon,Gold,Captain Falcon,18134,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dr. Mario,13332,Oven,Pac-Man,White,Donkey Kong,18135,2,Small Battlefield,Battlefield,Skyloft,,,,,,,,,
,,,,,Dr. Mario,13333,,Kazuya,Purple,Cloud,18136,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dr. Mario,13334,,Kirby,,Jigglypuff,18137,6,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dr. Mario,13335,Green,Jigglypuff,Dark,Kirby,18138,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dr. Mario,13336,,King K. Rool,White,Incineroar,18139,-1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Hero,13337,,Bayonetta,Red,Bayonetta,18140,6,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Hero,13338,Orange,Falco,Gray,Bowser,18141,-5,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Hero,13339,Silver,Kazuya,Green,Banjo & Kazooie,18142,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Hero,13340,Red,Hero,Wedding,Mario,18143,6,Small Battlefield,Battlefield,Prism Tower,,,,,,,,,
,,,,,Hero,13341,White,Samus,Blue,Joker,18144,2,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Hero,13342,Aqua,Mega Man,,Joker,18145,1,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Ganondorf,13343,Gold,Ridley,Green,Captain Falcon,18146,-3,Small Battlefield,Omega,The Great Cave Offensive,,,,,,,,,
,,,,,Ganondorf,13344,Yellow F,Wii Fit Trainer,Wendy,Bowser Jr.,18147,-4,Small Battlefield,Omega,Green Greens,Good,,,,,,,,
,,,,,Robin,13345,Pink,Corrin,Red,Ridley,18148,5,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Robin,13346,Brown,Zelda,Purple,Ganondorf,18149,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Robin,13347,Gold,Ike,Green,Marth,18150,3 out of 4,Small Battlefield,Omega,Pokemon Stadium,,,,,,,,,
,,,,,Robin,13348,White,Zero Suit Samus,Black,Dark Samus,18151,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
2021-08-21,Lake Ogemaw,JP4,RCS,,Diddy Kong,13349,Green/Beige,Link,White,Kirby,18152,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Diddy Kong,13350,Green,Isabelle,Black,Donkey Kong,18153,-1,Small Battlefield,Omega,Brinstar Depths,,,,,,,,,
,,,,,Diddy Kong,13351,White,Robin,Pink,Hero,18154,-5,Small Battlefield,Small Battlefield,Small Battlefield,Good,Chop,,,,,,,
,,,,,Diddy Kong,13352,White,Incineroar,,Little Mac,18155,5,Small Battlefield,Omega,Brinstar Depths,,,,,,,,,
,,,,,Diddy Kong,13353,Blue,Wolf,Green,Ike,18156,2,Small Battlefield,Small Battlefield,Small Battlefield,0.3s,,,,,,,,
,,,,,Diddy Kong,13354,Pink,Banjo & Kazooie,Pink,Donkey Kong,18157,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Diddy Kong,13355,Red,Donkey Kong,Green,Donkey Kong,18158,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Diddy Kong,13356,Pink,Donkey Kong,Cyan,Yoshi,18159,2,Small Battlefield,Omega,Smashville,,,,,,,,,
,,,,,Diddy Kong,13357,Purple,Roy,Purple,Marth,18160,4,Small Battlefield,Battlefield,Halberd,,,,,,,,,
,,,,,Pyra/Mythra,13358,Ninja,Mii Swordfighter,Blue,Daisy,18161,1,Small Battlefield,Omega,Find Mii,SM,,,,,,,,
,,,,,Pyra/Mythra,13359,,King K. Rool,Blue,Wario,18162,2,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
